ticker,name,market,locale,currency,active,primaryExch,updated,codes,url,type
ACCO,Acco Brands Corporation,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0000712034', 'figiuid': 'EQ0000000001910217', 'scfigi': 'BBG001SPBTK3', 'cfigi': 'BBG000J06K07', 'figi': 'BBG000J06ND7'}",https://api.polygon.io/v2/tickers/ACCO,
ACCU,AdvisorShares Accuvest Global Opportunities ETF,STOCKS,US,USD,False,ARCA,2020-06-23,"{'figiuid': 'EQ0000000021860022', 'scfigi': 'BBG002G0TB56', 'cfigi': 'BBG002G0T9F0', 'figi': 'BBG002G0T9L3'}",https://api.polygon.io/v2/tickers/ACCU,
ACEL,"Accel Entertainment, Inc.",STOCKS,US,USD,True,NYE,2020-06-23,"{'figiuid': 'EQ0000000057332664', 'scfigi': 'BBG00GX221Z0', 'cfigi': 'BBG00GX221W3', 'figi': 'BBG00GX23063'}",https://api.polygon.io/v2/tickers/ACEL,
ACEL.WS,"Accel Entertainment, Inc. Warrant, to purchase one Class A-1 Common Stock at an exercise price of $1",STOCKS,US,USD,True,NYE,2020-06-23,"{'figiuid': 'EQ0000000057353510', 'cfigi': 'BBG00GX7LX60', 'figi': 'BBG00HDK1QR5'}",https://api.polygon.io/v2/tickers/ACEL.WS,
ACER,Acer Therapeutics Inc. Common Stock (DE),STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001069308', 'figiuid': 'EQ0089840400001000', 'scfigi': 'BBG001S7Q351', 'cfigi': 'BBG000BG5S59', 'figi': 'BBG000BG5ZN3'}",https://api.polygon.io/v2/tickers/ACER,
ACERW,Acer Therapeutics Inc,STOCKS,US,USD,False,NSC,2020-06-23,"{'cik': '0001069308', 'figiuid': 'EQ0000000042324243', 'cfigi': 'BBG008GZMLZ8', 'figi': 'BBG008GZMMK2'}",https://api.polygon.io/v2/tickers/ACERW,
ACES,ALPS Clean Energy ETF,STOCKS,US,USD,True,BATS,2020-06-23,"{'figiuid': 'EQ0000000066020159', 'scfigi': 'BBG00L99FDK7', 'cfigi': 'BBG00L99FCT0', 'figi': 'BBG00L99FDD5'}",https://api.polygon.io/v2/tickers/ACES,
ACET,"Adicet Bio, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0010184000001000', 'scfigi': 'BBG001S5NB78', 'cfigi': 'BBG000BB0S19', 'figi': 'BBG000BB0S19'}",https://api.polygon.io/v2/tickers/ACET,
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,STOCKS,US,USD,True,NASDAQ,2020-09-18,,https://api.polygon.io/v2/tickers/ACEV,
ACEVU,ACE Convergence Acquisition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-07-29,,https://api.polygon.io/v2/tickers/ACEVU,
ACEVW,ACE Convergence Acquisition Corp. Warrant,STOCKS,US,USD,True,NASDAQ,2020-09-18,,https://api.polygon.io/v2/tickers/ACEVW,
ACGL,Arch Capital Group Ltd. Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000947484', 'figiuid': 'EQ0017087800001000', 'scfigi': 'BBG001S9HZ74', 'cfigi': 'BBG000HXNN20', 'figi': 'BBG000HXQ125'}",https://api.polygon.io/v2/tickers/ACGL,
ACH,Alum Corp of China Limited,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001161611', 'figiuid': 'EQ0000000000047080', 'scfigi': 'BBG001SFLGF8', 'cfigi': 'BBG000CMRVH1', 'figi': 'BBG000CMSZ90'}",https://api.polygon.io/v2/tickers/ACH,
ACHC,"Acadia Healthcare Company, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001520697', 'figiuid': 'EQ0000000002559569', 'scfigi': 'BBG001SNNWL7', 'cfigi': 'BBG000FPNN38', 'figi': 'BBG0027GFCF3'}",https://api.polygon.io/v2/tickers/ACHC,
ACHV,"Achieve Life Sciences, Inc. Common Shares",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000949858', 'figiuid': 'EQ0017118600001000', 'scfigi': 'BBG001S8JF14', 'cfigi': 'BBG000FB8S62', 'figi': 'BBG000FBC7Y2'}",https://api.polygon.io/v2/tickers/ACHV,
ACI,"Albertsons Companies, Inc.",STOCKS,US,USD,True,NYE,2020-06-26,,https://api.polygon.io/v2/tickers/ACI,
ACIA,"Acacia Communications, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001651235', 'figiuid': 'EQ0000000025355050', 'scfigi': 'BBG00359HX89', 'cfigi': 'BBG00359HX70', 'figi': 'BBG00BR4R873'}",https://api.polygon.io/v2/tickers/ACIA,
ACIO,Aptus Collared Income Opportunity ETF,STOCKS,US,USD,True,BATS,2020-06-23,"{'figiuid': 'EQ0000000076858221', 'scfigi': 'BBG00PNSDG52', 'cfigi': 'BBG00PNSDFF3', 'figi': 'BBG00PNSDG07'}",https://api.polygon.io/v2/tickers/ACIO,
ACIU,AC Immune SA Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001651625', 'figiuid': 'EQ0000000049922280', 'scfigi': 'BBG00D0RHJ65', 'cfigi': 'BBG00D0RHJ38', 'figi': 'BBG00D0RJ7D1'}",https://api.polygon.io/v2/tickers/ACIU,
ACIW,"ACI Worldwide, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000935036', 'figiuid': 'EQ0015974300002000', 'scfigi': 'BBG001S9KLL5', 'cfigi': 'BBG000PMBV39', 'figi': 'BBG000PMC3K1'}",https://api.polygon.io/v2/tickers/ACIW,
ACLL,"ACell, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-07-18,,https://api.polygon.io/v2/tickers/ACLL,
ACLS,"Axcelis Technologies, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001113232', 'figiuid': 'EQ0035453700001000', 'scfigi': 'BBG001SF8W86', 'cfigi': 'BBG000DW34S2', 'figi': 'BBG000DW4H02'}",https://api.polygon.io/v2/tickers/ACLS,
ACM,Aecom,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0000868857', 'figiuid': 'EQ0000000001316664', 'scfigi': 'BBG001SKTTF1', 'cfigi': 'BBG000F61RJ8', 'figi': 'BBG000F61TD0'}",https://api.polygon.io/v2/tickers/ACM,
ACMR,"ACM Research, Inc. Class A Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001680062', 'figiuid': 'EQ0000000059258709', 'scfigi': 'BBG00HPSG942', 'cfigi': 'BBG00HPSG933', 'figi': 'BBG00HPSG9T5'}",https://api.polygon.io/v2/tickers/ACMR,
ACN,Accenture PLC,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001467373', 'figiuid': 'EQ0030078700001000', 'scfigi': 'BBG001SCXK90', 'cfigi': 'BBG000D9D830', 'figi': 'BBG000D9DC22'}",https://api.polygon.io/v2/tickers/ACN,
ACNB,ACNB Corporation Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000715579', 'figiuid': 'EQ0017058300001000', 'scfigi': 'BBG001S6CVZ3', 'cfigi': 'BBG000BJ2LY9', 'figi': 'BBG000BJ2Y80'}",https://api.polygon.io/v2/tickers/ACNB,
ACND,Ascendant Digital Acquisition Corp.,STOCKS,US,USD,True,NYE,2020-09-15,,https://api.polygon.io/v2/tickers/ACND,
ACND U,"Ascendant Digital Acquisition Corp. Units, each consisting of one Class A ordinary share and one-hal",STOCKS,US,USD,True,NYE,2020-07-24,,https://api.polygon.io/v2/tickers/ACND U,
ACND.WS,"Ascendant Digital Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinar",STOCKS,US,USD,True,NYE,2020-09-15,,https://api.polygon.io/v2/tickers/ACND.WS,
ABT,Abbott Laboratories,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0000001800', 'figiuid': 'EQ0010000200001000', 'scfigi': 'BBG001S5N9M6', 'cfigi': 'BBG000B9ZXB4', 'figi': 'BBG000B9ZZG4'}",https://api.polygon.io/v2/tickers/ABT,
ABTX,"Allegiance Bancshares, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001642081', 'figiuid': 'EQ0000000007586612', 'scfigi': 'BBG001SQHRC8', 'cfigi': 'BBG000BNYLL9', 'figi': 'BBG009W9RV07'}",https://api.polygon.io/v2/tickers/ABTX,
ABUS,Arbutus Biopharma Corporation Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001447028', 'figiuid': 'EQ0000000003761467', 'scfigi': 'BBG001S6RSK0', 'cfigi': 'BBG000RR8V85', 'figi': 'BBG000RR94D8'}",https://api.polygon.io/v2/tickers/ABUS,
AC,"Associated Capital Group, Inc.",STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001642122', 'figiuid': 'EQ0000000043027560', 'scfigi': 'BBG008NZ8QB1', 'cfigi': 'BBG008NZ8QC0', 'figi': 'BBG008NZ8QH5'}",https://api.polygon.io/v2/tickers/AC,
ACA,"Arcosa, Inc. Common Stock",STOCKS,US,USD,True,NYE,2020-06-23,"{'figiuid': 'EQ0000000061398187', 'scfigi': 'BBG00JGMWGB9', 'cfigi': 'BBG00JGMWFM9', 'figi': 'BBG00JGMWFQ5'}",https://api.polygon.io/v2/tickers/ACA,
ACACU,Acies Acquisition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-10-23,,https://api.polygon.io/v2/tickers/ACACU,
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001070494', 'figiuid': 'EQ0174608700001000', 'scfigi': 'BBG001SB06N3', 'cfigi': 'BBG000BHG9K0', 'figi': 'BBG000BHGMW8'}",https://api.polygon.io/v2/tickers/ACAD,
ACAM,Acamar Partners Acquisition Corp. Class A Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000071495124', 'scfigi': 'BBG00N36CWF2', 'cfigi': 'BBG00N36CWD4', 'figi': 'BBG00NWC2KF4'}",https://api.polygon.io/v2/tickers/ACAM,
ACAMU,Acamar Partners Acquisition Corp. Units,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001759008', 'figiuid': 'EQ0000000071082736', 'scfigi': 'BBG00N0THQ63', 'cfigi': 'BBG00N0THPG4', 'figi': 'BBG00N0THQ09'}",https://api.polygon.io/v2/tickers/ACAMU,
ACAMW,Acamar Partners Acquisition Corp. Warrant,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000074062131', 'cfigi': 'BBG00NWKHBT5', 'figi': 'BBG00NWKHCC1'}",https://api.polygon.io/v2/tickers/ACAMW,
ACB,Aurora Cannabis Inc. Common Shares,STOCKS,US,USD,True,NYE,2020-06-23,"{'figiuid': 'EQ0000000036343385', 'scfigi': 'BBG001SV77D1', 'cfigi': 'BBG006SCSYG7', 'figi': 'BBG006SCSYL1'}",https://api.polygon.io/v2/tickers/ACB,
ACBI,"Atlantic Capital Bancshares, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001461755', 'figiuid': 'EQ0000000044966636', 'scfigi': 'BBG009XQG8L8', 'cfigi': 'BBG009XQG7V9', 'figi': 'BBG009XQG8D7'}",https://api.polygon.io/v2/tickers/ACBI,
ACC,"American Campus Communities, Inc.",STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001283630', 'figiuid': 'EQ0000000001090612', 'scfigi': 'BBG001SKBD83', 'cfigi': 'BBG000M9KP89', 'figi': 'BBG000M9KS83'}",https://api.polygon.io/v2/tickers/ACC,
ACCD,"Accolade, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-07-03,,https://api.polygon.io/v2/tickers/ACCD,
ABILW,Ability Inc,STOCKS,US,USD,True,NSC,2020-06-23,"{'cik': '0001588869', 'figiuid': 'EQ0000000045472041', 'cfigi': 'BBG00B3TPQY6', 'figi': 'BBG00B3TPRS1'}",https://api.polygon.io/v2/tickers/ABILW,
ABIO,"ARCA biopharma, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000907654', 'figiuid': 'EQ0022575300001000', 'scfigi': 'BBG001SB1GL2', 'cfigi': 'BBG000BWNN28', 'figi': 'BBG000BWP099'}",https://api.polygon.io/v2/tickers/ABIO,
ABM,"ABM Industries, Inc.",STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0000771497', 'figiuid': 'EQ0010005600001000', 'scfigi': 'BBG001S5N9B8', 'cfigi': 'BBG000B9YYH7', 'figi': 'BBG000B9Z0B6'}",https://api.polygon.io/v2/tickers/ABM,
ABMD,"ABIOMED, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000815094', 'figiuid': 'EQ0010182100001000', 'scfigi': 'BBG001S64SQ9', 'cfigi': 'BBG000C101X4', 'figi': 'BBG000C10C06'}",https://api.polygon.io/v2/tickers/ABMD,
ABR,"Arbor Realty Trust, Inc.",STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001253986', 'figiuid': 'EQ0000000000957856', 'scfigi': 'BBG001SJP3G4', 'cfigi': 'BBG000KMVDV1', 'figi': 'BBG000KMVGS8'}",https://api.polygon.io/v2/tickers/ABR,
ABRN,Arbor Realty Trust Inc.,STOCKS,US,USD,True,NYE,2020-06-23,,https://api.polygon.io/v2/tickers/ABRN,
A,Agilent Technologies Inc.,STOCKS,US,USD,True,NYE,2020-10-26,"{'cik': '0001090872', 'figiuid': 'EQ0087231700001000', 'scfigi': 'BBG001SCTQY4', 'cfigi': 'BBG000C2V3D6', 'figi': 'BBG000C2V3D6'}",https://api.polygon.io/v2/tickers/A,CS
AA,Alcoa Corporation,STOCKS,US,USD,True,NYE,2020-10-26,"{'cik': '0001675149', 'figiuid': 'EQ0000000045469815', 'scfigi': 'BBG00B3T3HF1', 'cfigi': 'BBG00B3T3HD3', 'figi': 'BBG00B3T3HD3'}",https://api.polygon.io/v2/tickers/AA,CS
AAA,AAF First Priority CLO Bond ETF,STOCKS,US,USD,True,ARCA,2020-09-10,,https://api.polygon.io/v2/tickers/AAA,
AAAU,Perth Mint Physical Gold ETF (Trust),STOCKS,US,USD,True,ARCA,2020-06-23,"{'cik': '0001708646', 'figiuid': 'EQ0000000067365924', 'scfigi': 'BBG00LPXX8Z1', 'cfigi': 'BBG00LPXX872', 'figi': 'BBG00LPXX8D5'}",https://api.polygon.io/v2/tickers/AAAU,
AACG,ATA Creativity Global American Depositary Shares,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000005347946', 'scfigi': 'BBG001T125S9', 'cfigi': 'BBG000V2S3P6', 'figi': 'BBG000V2S9C7'}",https://api.polygon.io/v2/tickers/AACG,
AACQ,Artius Acquisition Inc. Class A Common Stock,STOCKS,US,USD,True,NASDAQ,2020-09-05,,https://api.polygon.io/v2/tickers/AACQ,
AACQU,Artius Acquisition Inc. Unit,STOCKS,US,USD,True,NASDAQ,2020-07-15,,https://api.polygon.io/v2/tickers/AACQU,
AACQW,Artius Acquisition Inc Warrant,STOCKS,US,USD,True,NASDAQ,2020-09-05,,https://api.polygon.io/v2/tickers/AACQW,
AADR,AdvisorShares Dorsey Wright ADR ETF,STOCKS,US,USD,True,ARCA,2020-06-23,"{'figiuid': 'EQ0000000010636243', 'scfigi': 'BBG001T9B1Y4', 'cfigi': 'BBG000BDYRW6', 'figi': 'BBG000BDYVZ4'}",https://api.polygon.io/v2/tickers/AADR,
AAL,American Airlines Group Inc. Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000006201', 'figiuid': 'EQ0000000033024206', 'scfigi': 'BBG005P7Q907', 'cfigi': 'BBG005P7Q881', 'figi': 'BBG005P7Q8V5'}",https://api.polygon.io/v2/tickers/AAL,
AAMC,Altisource Asset Mgmt Corp,STOCKS,US,USD,True,AMX,2020-06-23,"{'cik': '0001555074', 'figiuid': 'EQ0000000027544942', 'scfigi': 'BBG003PNL145', 'cfigi': 'BBG003PNL136', 'figi': 'BBG003Q1GJL0'}",https://api.polygon.io/v2/tickers/AAMC,
AAME,Atlantic American Corporation Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000008177', 'figiuid': 'EQ0010179600001000', 'scfigi': 'BBG001S5N8T1', 'cfigi': 'BBG000B9XB24', 'figi': 'BBG000B9XMQ4'}",https://api.polygon.io/v2/tickers/AAME,
ABBV,ABBVIE INC.,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001551152', 'figiuid': 'EQ0000000020553113', 'scfigi': 'BBG0025Y4RZ3', 'cfigi': 'BBG0025Y4RY4', 'figi': 'BBG003P7K0B5'}",https://api.polygon.io/v2/tickers/ABBV,
ABC,AmerisourceBergen Corp.,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001140859', 'figiuid': 'EQ0015696900002000', 'scfigi': 'BBG001S8X7P0', 'cfigi': 'BBG000MDCQC2', 'figi': 'BBG000MDCSN6'}",https://api.polygon.io/v2/tickers/ABC,
